file_path,age
./balancer/uniform/uniform70real\10\1.jpg,10
./balancer/uniform/uniform70real\10\101.jpg,10
./balancer/uniform/uniform70real\10\105.jpg,10
./balancer/uniform/uniform70real\10\106.jpg,10
./balancer/uniform/uniform70real\10\107.jpg,10
./balancer/uniform/uniform70real\10\108.jpg,10
./balancer/uniform/uniform70real\10\109.jpg,10
./balancer/uniform/uniform70real\10\11.JPG,10
./balancer/uniform/uniform70real\10\110.jpg,10
./balancer/uniform/uniform70real\10\111.jpg,10
./balancer/uniform/uniform70real\10\113.jpg,10
./balancer/uniform/uniform70real\10\115.jpg,10
./balancer/uniform/uniform70real\10\116.jpg,10
./balancer/uniform/uniform70real\10\117.jpg,10
./balancer/uniform/uniform70real\10\118.jpg,10
./balancer/uniform/uniform70real\10\119.jpg,10
./balancer/uniform/uniform70real\10\12.jpg,10
./balancer/uniform/uniform70real\10\120.jpg,10
./balancer/uniform/uniform70real\10\121.JPG,10
./balancer/uniform/uniform70real\10\122.jpg,10
./balancer/uniform/uniform70real\10\123.jpg,10
./balancer/uniform/uniform70real\10\125.jpg,10
./balancer/uniform/uniform70real\10\126.jpg,10
./balancer/uniform/uniform70real\10\127.jpg,10
./balancer/uniform/uniform70real\10\128.jpg,10
./balancer/uniform/uniform70real\10\129.jpg,10
./balancer/uniform/uniform70real\10\13.jpg,10
./balancer/uniform/uniform70real\10\130.jpg,10
./balancer/uniform/uniform70real\10\131.jpg,10
./balancer/uniform/uniform70real\10\132.jpg,10
./balancer/uniform/uniform70real\10\134.jpg,10
./balancer/uniform/uniform70real\10\135.jpg,10
./balancer/uniform/uniform70real\10\136.jpg,10
./balancer/uniform/uniform70real\10\137.jpg,10
./balancer/uniform/uniform70real\10\138.JPG,10
./balancer/uniform/uniform70real\10\14.jpg,10
./balancer/uniform/uniform70real\10\140.jpg,10
./balancer/uniform/uniform70real\10\141.jpg,10
./balancer/uniform/uniform70real\10\142.jpg,10
./balancer/uniform/uniform70real\10\143.jpg,10
./balancer/uniform/uniform70real\10\144.jpg,10
./balancer/uniform/uniform70real\10\145.JPG,10
./balancer/uniform/uniform70real\10\146.jpg,10
./balancer/uniform/uniform70real\10\147.jpg,10
./balancer/uniform/uniform70real\10\148.JPG,10
./balancer/uniform/uniform70real\10\149.jpg,10
./balancer/uniform/uniform70real\10\15.jpg,10
./balancer/uniform/uniform70real\10\150.jpg,10
./balancer/uniform/uniform70real\10\151.jpg,10
./balancer/uniform/uniform70real\10\152.jpg,10
